"film_id","film_title","film_category","inventory_count","total_rent","total_revenue","last_rental_date","avg_rental_duration"
161,"Clue Grail","Music","2","7","40.93","2005-08-18 22:11:37","6.00"
174,"Confidential Interview","Music","8","24","136.76","2005-08-23 15:22:15","6.00"
220,"Deer Virginian","Music","8","25","78.76","2006-02-14 15:16:03","7.00"
244,"Dorado Notting","Music","7","22","140.78","2005-08-23 18:48:40","5.00"
255,"Driving Polish","Music","6","19","105.81","2005-08-22 20:22:40","6.00"
278,"Elf Murder","Music","2","6","34.94","2005-08-21 08:08:43","4.00"
284,"Enemy Odds","Music","7","25","159.75","2005-08-21 10:10:01","5.00"
333,"Freaky Pocus","Music","4","14","43.86","2005-08-22 18:57:39","7.00"
363,"Go Purple","Music","6","17","43.83","2005-08-23 14:38:37","3.00"
378,"Greatest North","Music","8","27","103.73","2005-08-23 16:32:10","5.00"
384,"Grosse Wonderful","Music","3","8","46.92","2005-08-21 13:54:15","5.00"
398,"Hanover Galaxy","Music","4","14","81.86","2005-08-20 18:42:40","5.00"
411,"Heavenly Gun","Music","2","6","32.94","2005-08-19 09:48:52","5.00"
426,"Home Pity","Music","3","12","66.88","2005-08-21 09:39:50","7.00"
454,"Impact Aladdin","Music","2","8","18.92","2005-08-18 03:37:31","6.00"
462,"Insider Arizona","Music","5","17","61.83","2006-02-14 15:16:03","5.00"
477,"Jawbreaker Brooklyn","Music","3","9","10.91","2005-08-21 19:05:23","5.00"
516,"Legend Jedi","Music","3","8","12.92","2005-08-21 19:12:47","7.00"
540,"Lucky Flying","Music","3","10","32.90","2005-08-23 07:10:14","7.00"
562,"Masked Bubble","Music","6","19","24.81","2005-08-23 11:30:32","6.00"
581,"Minority Kiss","Music","3","12","27.89","2006-02-14 15:16:03","4.00"
592,"Monster Spartacus","Music","4","14","48.86","2006-02-14 15:16:03","6.00"
636,"Oleander Clue","Music","3","9","24.91","2005-08-22 10:00:04","5.00"
647,"Outfield Massacre","Music","6","18","54.82","2006-02-14 15:16:03","4.00"
673,"Personal Ladybugs","Music","4","13","43.87","2005-08-22 15:30:25","3.00"
718,"Rebel Airport","Music","2","7","6.93","2005-08-23 01:59:14","7.00"
721,"Reds Pocus","Music","2","8","47.92","2005-08-23 21:04:51","7.00"
741,"Roman Punk","Music","6","21","25.79","2005-08-23 15:59:12","7.00"
752,"Runner Madigan","Music","3","8","14.92","2005-08-19 11:33:20","6.00"
767,"Scalawag Duck","Music","8","29","157.71","2005-08-23 17:13:01","6.00"
797,"Silence Kane","Music","5","15","15.85","2005-08-22 20:55:56","7.00"
819,"Song Hedwig","Music","3","10","31.90","2006-02-14 15:16:03","3.00"
877,"Taxi Kick","Music","5","17","34.83","2005-08-22 08:27:27","4.00"
879,"Telegraph Voyage","Music","7","25","215.75","2005-08-23 08:27:57","3.00"
884,"Terminator Club","Music","3","6","39.94","2005-08-22 06:49:15","5.00"
921,"Uncut Suicides","Music","4","13","42.87","2005-08-23 05:04:33","7.00"
936,"Vanishing Rocky","Music","6","17","80.83","2006-02-14 15:16:03","3.00"
980,"Wizard Coldblooded","Music","5","15","90.85","2005-08-23 10:32:52","4.00"
983,"Won Dares","Music","3","9","28.91","2005-08-23 01:44:43","7.00"
987,"Words Hunter","Music","4","14","73.86","2005-08-22 18:59:01","3.00"
997,"Youth Kick","Music","2","6","16.94","2005-08-18 17:31:36","4.00"
22,"Amistad Midsummer","New","7","21","70.79","2006-02-14 15:16:03","6.00"
25,"Angels Life","New","6","20","103.80","2005-08-23 13:46:00","3.00"
32,"Apocalypse Flamingos","New","2","5","24.95","2005-08-23 03:50:48","6.00"
45,"Attraction Newton","New","6","22","133.78","2005-08-21 23:00:02","5.00"
77,"Birds Perdition","New","6","17","102.83","2005-08-23 10:36:00","5.00"
90,"Boulevard Mob","New","6","16","56.84","2006-02-14 15:16:03","3.00"
93,"Brannigan Sunrise","New","3","9","56.91","2005-08-23 16:24:24","4.00"
95,"Breakfast Goldfinger","New","5","16","104.84","2005-08-23 18:59:33","5.00"
96,"Breaking Home","New","3","10","41.90","2005-08-19 10:15:19","4.00"
109,"Butterfly Chocolat","New","8","26","108.74","2005-08-22 20:47:48","3.00"
136,"Chaplin License","New","3","8","23.92","2005-08-20 16:02:28","7.00"
155,"Cleopatra Devil","New","5","16","27.85","2006-02-14 15:16:03","6.00"
163,"Clyde Theory","New","3","8","23.92","2005-08-23 17:49:26","4.00"
216,"Day Unfaithful","New","5","12","93.88","2006-02-14 15:16:03","3.00"
226,"Destiny Saturday","New","5","15","91.85","2005-08-21 02:56:52","4.00"
251,"Dragonfly Strangers","New","5","14","80.86","2006-02-14 15:16:03","6.00"
267,"Eagles Panky","New","6","19","134.81","2006-02-14 15:16:03","4.00"
270,"Earth Vision","New","7","23","34.77","2006-02-14 15:16:03","7.00"
283,"Ending Crowds","New","3","10","17.90","2005-08-21 19:09:40","6.00"
289,"Eve Resurrection","New","2","7","40.93","2005-08-18 19:36:05","5.00"
305,"Fatal Haunted","New","7","23","92.77","2005-08-22 23:55:51","6.00"
320,"Flamingos Connecticut","New","7","22","134.78","2005-08-22 19:28:04","4.00"
321,"Flash Wars","New","4","12","87.88","2005-08-23 15:21:35","3.00"
340,"Frontier Cabin","New","2","6","35.94","2005-08-21 05:51:28","6.00"
364,"Godfather Diary","New","3","8","37.92","2005-08-22 11:19:22","3.00"
436,"Hours Rage","New","6","18","44.82","2005-08-22 16:49:02","4.00"
448,"Idaho Love","New","5","15","68.85","2005-08-20 08:27:27","3.00"
465,"Interview Liaisons","New","5","18","110.82","2005-08-22 03:42:12","4.00"
481,"Jekyll Frogmen","New","6","16","78.84","2005-08-23 20:53:20","4.00"
490,"Jumanji Blade","New","2","8","30.92","2005-08-19 13:56:54","4.00"
492,"Jungle Closer","New","2","12","23.88","2005-08-19 04:27:05","6.00"
538,"Loverboy Attacks","New","3","11","16.89","2005-08-21 01:44:14","7.00"
551,"Maiden Home","New","6","22","152.78","2005-08-23 06:00:28","3.00"
558,"Mannequin Worst","New","2","5","23.95","2005-08-22 17:49:35","3.00"
561,"Mask Peach","New","4","14","49.86","2005-08-22 15:56:42","6.00"
580,"Mine Titans","New","6","17","138.83","2005-08-23 20:20:23","3.00"
590,"Money Harold","New","7","20","111.80","2005-08-22 10:55:45","3.00"
632,"Nuts Ties","New","3","9","53.91","2005-08-23 18:43:22","5.00"
635,"Oklahoma Jumanji","New","2","6","5.94","2005-08-23 03:44:30","7.00"
675,"Phantom Glory","New","2","6","21.94","2005-08-19 05:11:47","6.00"
677,"Pianist Outfield","New","7","21","38.78","2006-02-14 15:16:03","6.00"
685,"Platoon Instinct","New","2","8","40.92","2005-08-21 10:16:27","6.00"
686,"Pluto Oleander","New","4","13","73.87","2005-08-21 13:52:54","5.00"
720,"Redemption Comforts","New","7","20","113.80","2005-08-23 01:14:01","3.00"
730,"Ridgemont Submarine","New","8","28","110.72","2006-02-14 15:16:03","3.00"
750,"Run Pacific","New","3","9","42.91","2005-08-22 08:52:53","3.00"
751,"Runaway Tenenbaums","New","2","7","11.93","2005-08-21 06:18:22","6.00"
759,"Salute Apollo","New","6","20","95.80","2005-08-22 19:09:52","4.00"
760,"Samurai Lion","New","7","24","101.76","2005-08-23 08:59:12","5.00"
806,"Sleepy Japanese","New","5","18","76.83","2006-02-14 15:16:03","4.00"
846,"Sting Personal","New","8","20","149.80","2005-08-23 22:21:03","3.00"
847,"Stock Glass","New","4","13","42.87","2005-08-23 09:23:08","7.00"
913,"Troopers Metal","New","6","14","46.86","2005-08-23 07:25:29","3.00"
920,"Unbreakable Karate","New","5","19","76.81","2005-08-22 18:48:48","3.00"
933,"Vampire Whale","New","3","11","69.89","2005-08-22 01:52:26","4.00"
935,"Vanished Garden","New","2","7","14.94","2006-02-14 15:16:03","5.00"
937,"Varsity Trip","New","5","16","48.84","2006-02-14 15:16:03","7.00"
948,"Voice Peach","New","6","17","31.83","2005-08-23 04:33:23","6.00"
974,"Wild Apollo","New","2","6","15.94","2006-02-14 15:16:03","4.00"
994,"Wyoming Storm","New","3","11","61.89","2005-08-23 18:31:40","6.00"
26,"Annie Identity","Sci-Fi","5","19","50.81","2005-08-23 03:30:51","3.00"
39,"Armageddon Lost","Sci-Fi","7","20","41.80","2006-02-14 15:16:03","5.00"
44,"Attacks Hate","Sci-Fi","5","16","101.84","2005-08-23 04:48:12","5.00"
49,"Badman Dawn","Sci-Fi","6","21","76.79","2005-08-23 15:23:50","6.00"
55,"Barbarella Streetcar","Sci-Fi","6","22","84.78","2005-08-23 20:45:53","6.00"
69,"Beverly Outlaw","Sci-Fi","8","21","115.79","2005-08-23 15:19:15","3.00"
73,"Bingo Talented","Sci-Fi","8","25","119.75","2005-08-22 22:30:50","5.00"
81,"Blindness Gun","Sci-Fi","4","13","71.87","2005-08-23 09:41:28","6.00"
114,"Camelot Vacation","Sci-Fi","7","24","93.76","2006-02-14 15:16:03","3.00"
132,"Chainsaw Uptown","Sci-Fi","6","19","31.81","2005-08-23 15:37:31","6.00"
137,"Charade Duffel","Sci-Fi","4","13","66.87","2005-08-23 22:20:40","3.00"
138,"Chariots Conspiracy","Sci-Fi","5","19","65.81","2005-08-22 06:17:12","5.00"
140,"Cheaper Clyde","Sci-Fi","5","17","30.83","2005-08-22 20:17:49","6.00"
151,"Cincinatti Whisperer","Sci-Fi","4","11","71.89","2006-02-14 15:16:03","5.00"
153,"Citizen Shrek","Sci-Fi","4","13","21.87","2005-08-23 09:09:18","7.00"
165,"Coldblooded Darling","Sci-Fi","5","16","89.84","2005-08-23 05:39:06","7.00"
177,"Connecticut Tramp","Sci-Fi","3","11","75.89","2005-08-22 06:23:54","4.00"
203,"Daisy Menagerie","Sci-Fi","4","14","85.86","2005-08-22 18:21:04","5.00"
234,"Disturbing Scarface","Sci-Fi","7","23","77.77","2005-08-22 14:26:01","6.00"
235,"Divide Monster","Sci-Fi","6","20","61.80","2005-08-20 14:23:16","6.00"
240,"Dolls Rage","Sci-Fi","3","8","27.92","2005-08-22 01:00:42","7.00"
285,"English Bulworth","Sci-Fi","7","26","99.74","2005-08-23 18:43:11","3.00"
296,"Express Lonely","Sci-Fi","4","12","42.88","2005-08-23 16:22:20","5.00"
298,"Eyes Driving","Sci-Fi","5","16","68.84","2005-08-21 22:21:49","4.00"
312,"Fiddler Lost","Sci-Fi","3","10","64.90","2005-08-23 14:12:22","4.00"
319,"Fish Opus","Sci-Fi","7","22","94.78","2005-08-23 17:57:35","4.00"
338,"Frisco Forrest","Sci-Fi","3","9","53.91","2006-02-14 15:16:03","6.00"
350,"Garden Island","Sci-Fi","8","18","134.82","2005-08-23 10:23:28","3.00"
367,"Goldmine Tycoon","Sci-Fi","7","24","43.76","2005-08-22 12:47:45","6.00"
369,"Goodfellas Salute","Sci-Fi","8","25","164.75","2005-08-23 18:08:19","4.00"
374,"Graffiti Love","Sci-Fi","7","26","67.74","2005-08-23 15:03:58","3.00"
390,"Guys Falcon","Sci-Fi","3","8","52.92","2005-08-22 04:31:50","4.00"
394,"Hamlet Wisdom","Sci-Fi","4","12","39.88","2005-08-20 10:31:01","7.00"
397,"Hanky October","Sci-Fi","7","23","104.77","2005-08-23 18:23:30","5.00"
422,"Hollow Jeopardy","Sci-Fi","2","8","39.92","2005-08-22 11:49:16","7.00"
449,"Identity Lover","Sci-Fi","4","12","56.88","2005-08-21 13:55:39","4.00"
520,"License Weekend","Sci-Fi","2","6","17.94","2005-08-20 05:10:39","7.00"
559,"Married Go","Sci-Fi","8","26","84.74","2005-08-22 19:56:41","7.00"
572,"Metropolis Coma","Sci-Fi","8","24","116.76","2005-08-22 13:19:25","4.00"
602,"Mourning Purple","Sci-Fi","5","19","39.81","2005-08-22 19:54:52","5.00"
620,"Nemo Campus","Sci-Fi","5","14","59.86","2005-08-23 03:03:40","5.00"
625,"None Spiking","Sci-Fi","7","25","79.75","2006-02-14 15:16:03","3.00"
637,"Open African","Sci-Fi","5","19","103.81","2005-08-23 17:39:35","7.00"
655,"Panther Reds","Sci-Fi","6","14","83.86","2005-08-22 17:22:41","5.00"
711,"Raging Airplane","Sci-Fi","4","12","77.88","2005-08-23 02:51:27","4.00"
714,"Random Go","Sci-Fi","3","9","31.91","2005-08-20 23:47:54","6.00"
723,"Reign Gentlemen","Sci-Fi","7","19","105.81","2005-08-23 13:43:26","3.00"
798,"Silverado Goldfinger","Sci-Fi","4","12","91.88","2006-02-14 15:16:03","4.00"
817,"Soldiers Evolution","Sci-Fi","2","7","36.93","2005-08-20 14:06:33","7.00"
831,"Spirited Casualties","Sci-Fi","3","10","18.90","2005-08-23 06:21:20","5.00"
839,"Stallion Sundance","Sci-Fi","2","6","7.94","2005-08-23 07:13:43","5.00"
863,"Sun Confessions","Sci-Fi","7","23","50.77","2005-08-22 10:07:52","5.00"
893,"Titans Jerk","Sci-Fi","8","27","186.73","2006-02-14 15:16:03","4.00"
912,"Trojan Tomorrow","Sci-Fi","6","17","75.82","2006-02-14 15:16:03","3.00"
924,"Unforgiven Zoolander","Sci-Fi","5","16","22.84","2005-08-21 23:33:57","7.00"
930,"Vacation Boondock","Sci-Fi","6","19","89.81","2005-08-23 11:40:30","4.00"
967,"Weekend Personal","Sci-Fi","5","17","71.83","2005-08-22 23:35:41","5.00"
972,"Whisperer Giant","Sci-Fi","6","20","141.80","2005-08-23 13:41:05","4.00"
985,"Wonderland Christmas","Sci-Fi","7","21","142.79","2005-08-23 19:54:24","4.00"
10,"Aladdin Calendar","Sports","7","23","131.77","2005-08-21 20:49:21","6.00"
27,"Anonymous Human","Sports","4","13","17.87","2005-08-20 00:18:15","7.00"
42,"Artist Coldblooded","Sports","4","14","59.86","2005-08-22 19:44:53","5.00"
102,"Bubble Grosse","Sports","2","6","35.94","2006-02-14 15:16:03","4.00"
113,"California Birds","Sports","4","11","73.89","2005-08-23 12:46:38","4.00"
120,"Caribbean Liberty","Sports","3","8","66.92","2005-08-23 00:05:57","3.00"
135,"Chance Resurrection","Sports","7","24","124.76","2005-08-23 16:30:55","3.00"
176,"Congeniality Quest","Sports","6","19","31.81","2005-08-22 23:54:14","6.00"
187,"Cranes Reservoir","Sports","3","9","33.91","2005-08-22 12:01:06","5.00"
197,"Crusade Honey","Sports","2","7","44.93","2005-08-23 13:01:43","4.00"
237,"Divorce Shining","Sports","2","5","21.95","2005-08-22 10:13:09","3.00"
254,"Driver Annie","Sports","5","16","62.84","2006-02-14 15:16:03","4.00"
256,"Drop Waterfront","Sports","3","8","43.92","2005-08-22 10:39:51","6.00"
260,"Dude Blindness","Sports","4","13","90.87","2005-08-23 07:10:22","3.00"
263,"Durham Panky","Sports","7","24","132.76","2005-08-22 01:12:44","6.00"
279,"Elizabeth Shane","Sports","2","7","36.93","2005-08-21 14:51:52","7.00"
291,"Evolution Alter","Sports","4","12","26.88","2005-08-20 20:07:15","5.00"
293,"Exorcist Sting","Sports","5","12","49.88","2005-08-21 09:49:28","6.00"
322,"Flatliners Killer","Sports","6","19","74.81","2005-08-22 16:30:43","5.00"
323,"Flight Lies","Sports","4","12","68.88","2005-08-21 02:14:03","7.00"
361,"Gleaming Jawbreaker","Sports","8","27","125.72","2006-02-14 15:16:03","5.00"
372,"Graceland Dynamite","Sports","2","6","37.94","2005-08-17 07:46:54","5.00"
383,"Groove Fiction","Sports","5","17","40.83","2005-08-21 12:47:53","6.00"
389,"Gunfighter Mussolini","Sports","4","11","64.89","2005-08-23 03:30:45","3.00"
420,"Holes Brannigan","Sports","5","15","75.86","2006-02-14 15:16:03","7.00"
429,"Honey Ties","Sports","6","16","59.84","2005-08-23 02:45:21","3.00"
446,"Hysterical Grail","Sports","4","15","87.85","2005-08-21 07:29:05","5.00"
453,"Image Princess","Sports","5","14","76.86","2005-08-23 17:57:28","3.00"
463,"Instinct Airport","Sports","5","17","69.83","2005-08-23 15:41:12","4.00"
474,"Jade Bunch","Sports","4","15","53.85","2005-08-23 15:30:48","6.00"
488,"Joon Northwest","Sports","5","16","37.84","2005-08-23 16:45:28","3.00"
503,"Kramer Chocolate","Sports","3","9","47.91","2005-08-22 11:58:58","3.00"
517,"Lesson Cleopatra","Sports","2","6","22.94","2005-08-23 03:58:02","3.00"
519,"Liberty Magnificent","Sports","4","11","67.89","2005-08-23 06:03:31","3.00"
532,"Loser Hustler","Sports","4","14","83.86","2005-08-23 01:25:30","5.00"
570,"Mermaid Insects","Sports","5","15","94.85","2005-08-22 07:04:25","5.00"
577,"Mile Mulan","Sports","3","11","33.89","2005-08-21 13:22:48","4.00"
598,"Mosquito Armageddon","Sports","4","11","16.89","2006-02-14 15:16:03","6.00"
599,"Mother Oleander","Sports","5","13","63.87","2005-08-23 15:59:51","3.00"
606,"Mummy Creatures","Sports","6","15","55.85","2006-02-14 15:16:03","3.00"
612,"Mussolini Spoilers","Sports","2","5","15.95","2005-08-19 20:53:43","6.00"
619,"Neighbors Charade","Sports","6","17","62.83","2005-08-21 23:40:28","3.00"
628,"Northwest Polish","Sports","5","18","77.82","2005-08-23 20:12:17","5.00"
631,"Novocaine Flight","Sports","5","18","49.82","2005-08-22 23:06:25","4.00"
667,"Peach Innocent","Sports","4","13","80.86","2006-02-14 15:16:03","3.00"
668,"Peak Forever","Sports","5","18","94.82","2005-08-23 15:08:00","7.00"
676,"Philadelphia Wife","Sports","6","21","107.80","2006-02-14 15:16:03","7.00"
678,"Pickup Driving","Sports","4","15","93.85","2005-08-20 12:11:28","3.00"
681,"Pirates Roxanne","Sports","6","18","45.81","2006-02-14 15:16:03","4.00"
691,"Poseidon Forever","Sports","5","17","100.83","2005-08-23 20:22:17","6.00"
719,"Records Zorro","Sports","2","7","38.93","2005-08-23 21:00:22","7.00"
729,"Rider Caddyshack","Sports","4","11","48.89","2005-08-22 17:00:31","5.00"
733,"River Outlaw","Sports","7","19","56.82","2006-02-14 15:16:03","4.00"
745,"Roses Treasure","Sports","8","23","137.77","2005-08-23 18:15:06","5.00"
763,"Satisfaction Confidential","Sports","5","16","122.84","2005-08-22 21:05:50","3.00"
764,"Saturday Lambs","Sports","8","26","190.74","2005-08-23 19:42:04","3.00"
773,"Seabiscuit Punk","Sports","8","24","86.76","2006-02-14 15:16:03","6.00"
777,"Secretary Rouge","Sports","6","18","112.82","2005-08-22 23:19:44","5.00"
779,"Sense Greek","Sports","2","7","47.93","2005-08-23 17:52:01","4.00"
782,"Shakespeare Saddle","Sports","6","20","76.80","2005-08-22 02:26:33","6.00"
796,"Sierra Divide","Sports","5","15","57.85","2005-08-23 10:35:45","3.00"
809,"Slipper Fidelity","Sports","4","14","24.86","2005-08-20 05:59:05","5.00"
813,"Smoochy Control","Sports","4","12","14.88","2006-02-14 15:16:03","7.00"
836,"Squad Fish","Sports","3","7","27.93","2005-08-23 19:42:46","3.00"
841,"Star Operation","Sports","7","20","83.80","2006-02-14 15:16:03","5.00"
844,"Steers Armageddon","Sports","4","15","85.85","2005-08-22 23:11:59","6.00"
851,"Straight Hours","Sports","6","19","55.81","2005-08-22 16:33:39","3.00"
875,"Talented Homicide","Sports","7","24","34.76","2005-08-23 03:46:47","6.00"
890,"Tights Dawn","Sports","7","24","54.76","2005-08-23 07:07:22","5.00"
898,"Tourist Pelican","Sports","5","19","126.81","2005-08-21 12:48:48","4.00"
902,"Trading Pinocchio","Sports","7","23","133.77","2006-02-14 15:16:03","6.00"
917,"Tuxedo Mile","Sports","5","13","76.87","2006-02-14 15:16:03","3.00"
940,"Victory Academy","Sports","3","9","12.91","2005-08-22 23:18:10","6.00"
57,"Basic Easy","Travel","7","20","87.80","2006-02-14 15:16:03","4.00"
75,"Bird Independence","Travel","3","9","53.91","2005-08-23 22:13:04","6.00"
84,"Boiled Dares","Travel","4","13","66.87","2005-08-21 04:30:47","7.00"
88,"Born Spinal","Travel","4","12","59.88","2005-08-23 13:45:44","7.00"
103,"Bucket Brotherhood","Travel","8","28","150.72","2005-08-23 21:49:22","7.00"
123,"Casablanca Super","Travel","5","16","82.84","2005-08-23 01:16:55","6.00"
125,"Cassidy Wyoming","Travel","2","6","23.94","2005-08-23 19:14:07","5.00"
167,"Coma Head","Travel","7","23","122.77","2005-08-23 02:06:41","6.00"
169,"Comforts Rush","Travel","4","15","69.85","2005-08-19 16:50:50","3.00"
181,"Contact Anonymous","Travel","7","24","78.76","2005-08-21 23:08:33","7.00"
224,"Desperate Trainspotting","Travel","2","6","31.94","2005-08-22 00:34:17","7.00"
233,"Disciple Mother","Travel","6","18","39.82","2006-02-14 15:16:03","3.00"
257,"Drumline Cyclone","Travel","3","10","36.90","2005-08-21 07:56:39","3.00"
286,"Enough Raging","Travel","5","16","51.84","2006-02-14 15:16:03","7.00"
288,"Escape Metropolis","Travel","6","23","74.77","2005-08-23 12:47:16","7.00"
294,"Expecations Natural","Travel","5","17","101.83","2005-08-22 09:33:08","5.00"
299,"Factory Dragon","Travel","4","15","30.85","2005-08-19 20:55:23","4.00"
307,"Fellowship Autumn","Travel","6","24","137.76","2005-08-22 13:39:20","6.00"
339,"Frogmen Breaking","Travel","3","10","16.90","2005-08-19 15:25:48","5.00"
342,"Fugitive Maguire","Travel","4","11","56.89","2005-08-23 13:33:46","7.00"
347,"Games Bowfinger","Travel","4","12","62.88","2005-08-23 02:33:27","7.00"
405,"Haunted Antitrust","Travel","2","6","31.94","2006-02-14 15:16:03","6.00"
434,"Horror Reign","Travel","8","25","77.75","2005-08-23 13:10:16","3.00"
451,"Igby Maker","Travel","5","17","89.83","2006-02-14 15:16:03","7.00"
472,"Italian African","Travel","2","6","38.94","2005-08-23 16:19:14","3.00"
496,"Kick Savannah","Travel","5","17","48.83","2006-02-14 15:16:03","3.00"
513,"Leathernecks Dwarfs","Travel","2","6","21.94","2005-08-18 07:16:58","6.00"
518,"Liaisons Sweet","Travel","6","21","126.79","2005-08-22 13:04:32","5.00"
526,"Lock Rear","Travel","4","14","42.86","2005-08-23 03:52:36","7.00"
543,"Madigan Dorado","Travel","2","8","48.92","2005-08-23 01:45:07","5.00"
601,"Moulin Wake","Travel","5","16","51.84","2005-08-22 10:24:32","4.00"
609,"Muscle Bright","Travel","8","27","86.73","2005-08-23 00:07:53","7.00"
645,"Others Soup","Travel","6","20","70.80","2005-08-23 13:05:10","7.00"
648,"Outlaw Hanky","Travel","6","14","73.86","2006-02-14 15:16:03","7.00"
656,"Papi Necklace","Travel","2","7","27.93","2005-08-17 17:16:42","3.00"
783,"Shane Darkness","Travel","4","13","52.87","2005-08-22 07:32:23","5.00"
784,"Shanghai Tycoon","Travel","6","14","43.86","2005-08-21 19:01:36","7.00"
785,"Shawshank Bubble","Travel","6","19","109.81","2006-02-14 15:16:03","6.00"
787,"Shining Roses","Travel","3","8","22.92","2005-08-23 15:05:59","4.00"
811,"Smile Earring","Travel","3","10","58.90","2005-08-19 19:11:41","4.00"
826,"Speed Suit","Travel","2","8","44.92","2005-08-20 14:42:34","7.00"
848,"Stone Fire","Travel","3","10","32.90","2005-08-22 22:49:13","3.00"
868,"Superfly Trip","Travel","3","9","16.91","2005-08-18 18:58:35","5.00"
872,"Sweet Brotherhood","Travel","3","11","58.89","2005-08-23 19:35:42","3.00"
878,"Teen Apollo","Travel","4","14","109.86","2005-08-21 03:32:03","3.00"
894,"Tomatoes Hellfighters","Travel","5","14","19.86","2005-08-21 14:11:19","6.00"
903,"Traffic Hobbit","Travel","2","5","24.95","2005-08-21 16:24:45","5.00"
914,"Trouble Date","Travel","6","20","70.81","2006-02-14 15:16:03","6.00"
931,"Valentine Vanishing","Travel","3","10","12.90","2005-08-19 07:47:43","7.00"
977,"Window Side","Travel","3","11","50.89","2006-02-14 15:16:03","3.00"
981,"Wolves Desire","Travel","6","21","24.79","2005-08-21 21:04:42","7.00"
988,"Worker Tarzan","Travel","5","14","47.86","2005-08-22 19:54:26","7.00"
989,"Working Microcosmos","Travel","6","22","144.78","2005-08-23 02:06:01","4.00"
